County,State,Population,Valid_ballots,Voter_turnout,Democrats,Republicans,Democrats_vote_share,Republicans_vote_share
Grayson County,Virginia,15867,7285,45.91290099,1407,5592,19.3136582,76.76046671
Greene County,Virginia,19309,9608,49.75917966,2924,5945,30.43297252,61.8755204
Greensville County,Virginia,11500,4363,37.93913043,2558,1737,58.62938345,39.81205592
Halifax County,Virginia,34990,17001,48.58816805,6897,9704,40.56820187,57.07899535
Hanover County,Virginia,104290,62753,60.17163678,19382,39630,30.88617277,63.15235925
Henrico County,Virginia,325931,163654,50.21124103,93935,59857,57.39853594,36.57533577
Henry County,Virginia,51645,24106,46.67634815,8198,15208,34.00813076,63.08802788
Highland County,Virginia,2210,1391,62.94117647,371,958,26.67145938,68.8713156
Isle of Wight County,Virginia,36326,21075,58.01629687,7881,12204,37.39501779,57.90747331
James City County,Virginia,73930,43173,58.39713242,19105,21306,44.25219466,49.35028837
King and Queen County,Virginia,7054,3697,52.40998015,1468,2099,39.70787125,56.77576413
King George County,Virginia,25947,12059,46.47550777,4007,7341,33.22829422,60.8756945
King William County,Virginia,16405,9161,55.84273087,2760,5975,30.12771531,65.22213732
Lancaster County,Virginia,10771,6645,61.69343608,2869,3523,43.17531979,53.01730625
Lee County,Virginia,24165,9399,38.89509621,1627,7543,17.31035217,80.25321843
Loudoun County,Virginia,385546,183097,47.49031244,100795,69949,55.05005544,38.20324746
Louisa County,Virginia,35304,17631,49.94051666,6212,10528,35.23339572,59.7130055
Lunenburg County,Virginia,12319,5586,45.34458966,2227,3204,39.86752596,57.35767991
Madison County,Virginia,13081,6979,53.3521902,2203,4419,31.56612695,63.31852701
Mathews County,Virginia,8769,5311,60.56562892,1563,3517,29.42948597,66.22105065
Mecklenburg County,Virginia,30813,14945,48.50225554,6285,8288,42.05419873,55.45667447
Middlesex County,Virginia,10749,6017,55.97730021,2108,3670,35.03407013,60.99385076
Montgomery County,Virginia,98172,43031,43.8322536,20021,19459,46.52692245,45.22088727
Nelson County,Virginia,14805,8318,56.18372172,3689,4154,44.34960327,49.9398894
New Kent County,Virginia,21009,12242,58.27026512,3546,8118,28.96585525,66.312694
Northampton County,Virginia,12002,6172,51.42476254,3255,2686,52.73817239,43.5191186
Northumberland County,Virginia,12176,7398,60.75886991,2852,4302,38.55095972,58.15085158
Nottoway County,Virginia,15495,6744,43.52371733,2829,3712,41.94839858,55.04151839
Orange County,Virginia,35354,17270,48.84878656,5957,10521,34.49334105,60.92067169
Page County,Virginia,23619,10740,45.47186587,2514,7831,23.40782123,72.91433892
Patrick County,Virginia,17796,8525,47.90402338,1768,6454,20.73900293,75.70674487
Pittsylvania County,Virginia,61704,31598,51.2089978,9199,21554,29.11260206,68.21317805
Powhatan County,Virginia,28443,16900,59.41707977,4060,11885,24.02366864,70.32544379
Prince Edward County,Virginia,23020,9143,39.71763684,4591,4101,50.21327792,44.85398666
Prince George County,Virginia,37972,16184,42.62087854,6419,9157,39.66262976,56.58057341
Prince William County,Virginia,456496,196538,43.05360836,113144,71721,57.56851092,36.49217963
Pulaski County,Virginia,34249,15167,44.28450466,4172,10322,27.50708776,68.05564713
Rappahannock County,Virginia,7380,4483,60.74525745,1747,2539,38.96944011,56.63618113
Richmond County,Virginia,8758,3661,41.80178123,1347,2213,36.79322589,60.44796504
Roanoke County,Virginia,93528,51489,55.05196305,17200,31408,33.40519334,60.99943677
Rockbridge County,Virginia,22450,10795,48.08463252,3508,6680,32.49652617,61.88050023
Rockingham County,Virginia,79367,37487,47.23247697,9366,25990,24.98466135,69.33070131
Russell County,Virginia,27422,12246,44.65757421,2330,9521,19.02662094,77.74783603
Scott County,Virginia,22082,10100,45.73861063,1581,8247,15.65346535,81.65346535
Shenandoah County,Virginia,42907,20513,47.80804997,5273,14094,25.70565008,68.70764881
Smyth County,Virginia,31126,12890,41.4123241,2665,9750,20.67494182,75.64003103
Southampton County,Virginia,18080,8878,49.1039823,3595,5035,40.49335436,56.7132237
Spotsylvania County,Virginia,131252,62562,47.66555938,24207,34623,38.69281673,55.34190083
Stafford County,Virginia,143501,65934,45.94671814,27908,33868,42.32717566,51.36651803
Surry County,Virginia,6554,4228,64.51022276,2272,1819,53.73699149,43.02270577
Sussex County,Virginia,11414,5044,44.19134396,2879,2055,57.0777161,40.74147502
Tazewell County,Virginia,42155,18566,44.04222512,2895,15168,15.5930195,81.69772703
Warren County,Virginia,39165,17960,45.85727052,5169,11773,28.78062361,65.55122494
Washington County,Virginia,54100,25847,47.77634011,5553,19320,21.48411808,74.74755291
Westmoreland County,Virginia,17649,8574,48.58065613,3836,4448,44.73991136,51.87777
Wise County,Virginia,39027,15163,38.85258923,2701,12086,17.81309767,79.70718196
Wythe County,Virginia,28912,13343,46.15038738,2770,10046,20.75994904,75.29041445
York County,Virginia,67832,34118,50.29779455,12999,18837,38.1001231,55.2113254
Alexandria city,Virginia,156698,75770,48.35415896,57242,13285,75.54705028,17.53332453
Bristol city,Virginia,17088,7032,41.15168539,1835,4892,26.09499431,69.56769056
Buena Vista city,Virginia,6435,2407,37.4048174,693,1430,28.79102617,59.41005401
Charlottesville city,Virginia,46943,22472,47.87082206,17901,2960,79.65913136,13.17194731
Chesapeake city,Virginia,237464,112705,47.46193107,52627,54047,46.69446786,47.95439421
Colonial Heights city,Virginia,17398,8457,48.60903552,2367,5681,27.98864846,67.1751212
Covington city,Virginia,5637,2382,42.25651943,914,1349,38.37111671,56.63308144
Danville city,Virginia,41665,18952,45.48661946,11059,7303,58.35268046,38.53419164
Emporia city,Virginia,5478,2367,43.20920044,1530,789,64.63878327,33.33333333
Fairfax city,Virginia,23246,12030,51.75083885,7367,3702,61.23857024,30.77306733
Falls Church city,Virginia,13582,7757,57.11235459,5819,1324,75.01611448,17.0684543
Franklin city,Virginia,8201,4070,49.62809413,2519,1421,61.89189189,34.91400491
Fredericksburg city,Virginia,28360,11264,39.71791255,6707,3744,59.54367898,33.23863636
Galax city,Virginia,6604,2376,35.97819503,681,1603,28.66161616,67.46632997
Hampton city,Virginia,135374,62356,46.06202077,41312,17902,66.25184425,28.70934633
Harrisonburg city,Virginia,53542,17993,33.6053939,10212,6262,56.75540488,34.80242316
Hopewell city,Virginia,22539,9008,39.96628067,4724,3885,52.44227353,43.12833037
Lexington city,Virginia,7148,2465,34.48517068,1514,766,61.4198783,31.07505071
Lynchburg city,Virginia,79710,35671,44.75097227,14792,17982,41.46785905,50.41069777
Manassas city,Virginia,41189,15411,37.41532934,8423,5953,54.65576536,38.62825255
Manassas Park city,Virginia,16456,5232,31.79387457,3204,1733,61.23853211,33.12308869
Martinsville city,Virginia,12996,5907,45.45244691,3533,2149,59.81039445,36.38056543
Newport News city,Virginia,180209,75715,42.01510468,45618,25468,60.24962029,33.63666381
Norfolk city,Virginia,245680,83388,33.9417128,57023,21552,68.38274092,25.84544539
Norton city,Virginia,3972,1460,36.75730111,383,1021,26.23287671,69.93150685
Petersburg city,Virginia,31380,13786,43.93244105,12021,1451,87.19715654,10.52517046
Poquoson city,Virginia,11952,7177,60.04852744,1601,5092,22.30737077,70.94886443
Portsmouth city,Virginia,95165,43265,45.46314296,28497,12795,65.86617358,29.5735583
Radford city,Virginia,17324,6085,35.12468252,2925,2638,48.06902219,43.35250616
Richmond city,Virginia,225369,103484,45.91758405,81259,15581,78.52324997,15.05643384
Roanoke city,Virginia,99337,39466,39.72940596,22286,14789,56.46885927,37.47276136
Salem city,Virginia,25252,12225,48.41200697,4202,7226,34.37218814,59.10838446
Staunton city,Virginia,24156,11255,46.59297897,5333,5133,47.38338516,45.60639716
Suffolk city,Virginia,89194,43240,48.47859722,23280,18006,53.83903793,41.64199815
Virginia Beach city,Virginia,450983,203262,45.0708785,91032,98224,44.78554772,48.3238382
Waynesboro city,Virginia,21757,9204,42.30362642,3764,4801,40.89526293,52.16210343
Williamsburg city,Virginia,14884,7626,51.23622682,5206,1925,68.26645686,25.24259114
Winchester city,Virginia,27785,10667,38.39121828,5164,4790,48.41098716,44.90484672
Adams County,Washington,19369,4644,23.97645723,1299,3083,27.97157623,66.38673557
Asotin County,Washington,22286,9736,43.6866194,3134,5741,32.18981101,58.96672145
Benton County,Washington,193494,80027,41.35890519,26360,47194,32.93888313,58.97259675
Chelan County,Washington,75855,33380,44.00500956,13032,18114,39.04134212,54.26602756
Clallam County,Washington,74240,39457,53.14789871,17677,18794,44.80066908,47.63159896
Clark County,Washington,465272,200160,43.01999691,92757,92441,46.34142686,46.18355316
Columbia County,Washington,3975,2182,54.89308176,526,1497,24.10632447,68.60678277
Cowlitz County,Washington,104740,45692,43.62421234,17908,24185,39.19285652,52.93049111
Douglas County,Washington,41366,15543,37.57433641,4918,9603,31.6412533,61.78343949
Ferry County,Washington,7531,3601,47.81569513,1098,2202,30.49153013,61.14968064
Franklin County,Washington,90199,23720,26.29740906,8886,13206,37.46205734,55.67453626
Garfield County,Washington,2246,1246,55.47640249,279,851,22.39165329,68.29855538
Grant County,Washington,94221,28346,30.08458836,7810,18518,27.55238834,65.3284414
Grays Harbor County,Washington,71531,28367,39.65693196,12020,14067,42.3731801,49.58931152
Island County,Washington,81692,42876,52.48494345,20960,18465,48.8851572,43.06605094
Jefferson County,Washington,30910,20276,65.59689421,12656,6037,62.418623,29.77411718
King County,Washington,2166350,998499,46.09130565,718322,216339,71.94018221,21.6664213
Kitsap County,Washington,263142,124317,47.2433135,63156,49018,50.80238423,39.42984467
Kittitas County,Washington,44922,18955,42.19536085,7489,10100,39.50936428,53.28409391
Klickitat County,Washington,21286,10769,50.59193836,4194,5789,38.94512025,53.75615192
Lewis County,Washington,76693,34149,44.5268799,9654,21992,28.27022753,64.40012885
Lincoln County,Washington,10335,5713,55.27818094,1244,4108,21.77489935,71.90617889
Mason County,Washington,62142,28073,45.17556564,11993,13677,42.72076372,48.71941011
Okanogan County,Washington,41579,17091,41.10488468,6298,9610,36.84980399,56.22842432
Pacific County,Washington,21285,10716,50.3453136,4620,5360,43.1131019,50.01866368
Pend Oreille County,Washington,13131,6802,51.80108141,1934,4373,28.43281388,64.28991473
Pierce County,Washington,862895,348485,40.38556255,172538,146824,49.51088282,42.13208603
San Juan County,Washington,16309,10774,66.06168373,7172,2688,66.56766289,24.94895118
Skagit County,Washington,123603,55968,45.28045436,26690,24736,47.68796455,44.19668382
Skamania County,Washington,11581,5639,48.69182281,2232,2928,39.58148608,51.92410002
Snohomish County,Washington,787110,342173,43.47206871,185227,128255,54.13255868,37.48250154
Spokane County,Washington,496889,227246,45.73375543,93767,113435,41.26233245,49.91727027
Stevens County,Washington,44141,22677,51.37400603,5767,15161,25.43105349,66.8562861
Thurston County,Washington,273714,129410,47.27927691,68798,48624,53.16281586,37.57360328
Wahkiakum County,Washington,4161,2358,56.66906994,832,1344,35.2841391,56.99745547
Walla Walla County,Washington,60008,25419,42.35935209,9694,13651,38.13682678,53.70392226
Whatcom County,Washington,216417,109673,50.67670285,60340,40599,55.01809926,37.01822691
Whitman County,Washington,48824,17305,35.44363428,8146,7403,47.07310026,42.77954348
Yakima County,Washington,249327,77750,31.18394719,31291,41735,40.24565916,53.67845659
Barbour County,West Virginia,16749,6054,36.14544152,1222,4527,20.18500165,74.77700694
Berkeley County,West Virginia,113489,42850,37.75696323,12321,28244,28.7537923,65.91365228
Boone County,West Virginia,22809,8683,38.06830637,1790,6504,20.61499482,74.90498676
Braxton County,West Virginia,14323,5090,35.53724778,1321,3537,25.95284872,69.4891945
Brooke County,West Virginia,22663,9613,42.41715572,2568,6625,26.71382503,68.91709144
Cabell County,West Virginia,95681,33085,34.57844295,11447,19850,34.59876077,59.99697748
Calhoun County,West Virginia,7374,2617,35.48955791,456,2035,17.42453191,77.7607948
Clay County,West Virginia,8829,2972,33.66179635,568,2300,19.11170929,77.38896366
Doddridge County,West Virginia,8576,2840,33.11567164,362,2358,12.74647887,83.02816901
Fayette County,West Virginia,44179,15337,34.71558885,4290,10357,27.97157202,67.52950381
Gilmer County,West Virginia,8134,2543,31.26383083,545,1896,21.43138026,74.55760912
Grant County,West Virginia,11602,4956,42.71677297,512,4346,10.33091203,87.69168684
Greenbrier County,West Virginia,35532,14066,39.58685129,3765,9556,26.76667141,67.93686905
Hampshire County,West Virginia,23316,8608,36.91885401,1580,6692,18.35501859,77.74163569
Hancock County,West Virginia,29662,12702,42.82246646,3262,8909,25.68099512,70.13856086
Hardy County,West Virginia,13812,5643,40.85577758,1155,4274,20.46783626,75.73985469
Harrison County,West Virginia,68349,27960,40.90769433,7694,18750,27.51788269,67.06008584
Jackson County,West Virginia,29188,12187,41.75346033,2663,9020,21.85115287,74.01329285
Jefferson County,West Virginia,55979,24147,43.13581879,9518,13204,39.41690479,54.681741
Kanawha County,West Virginia,186196,75690,40.65071215,28263,43850,37.3404677,57.93367684
Lewis County,West Virginia,16289,6928,42.53176991,1347,5274,19.44284065,76.12586605
Lincoln County,West Virginia,21108,7066,33.47545954,1459,5307,20.64817436,75.10614209
Logan County,West Virginia,33674,12359,36.70190652,2092,9897,16.92693584,80.07929444
McDowell County,West Virginia,19192,6203,32.32075865,1438,4629,23.18233113,74.62518136
Marion County,West Virginia,56504,23029,40.75640663,6964,14668,30.24013201,63.69360372
Marshall County,West Virginia,31720,13216,41.66456494,2918,9666,22.07929782,73.13861985
Mason County,West Virginia,26938,10186,37.81275522,2081,7654,20.43000196,75.14235225
Mercer County,West Virginia,60632,22982,37.90407706,4704,17404,20.4681925,75.72883126
Mineral County,West Virginia,27375,11564,42.24292237,2050,9070,17.72742996,78.43306814
Mingo County,West Virginia,24716,9510,38.47709985,1370,7911,14.40588854,83.18611987
Monongalia County,West Virginia,105643,36048,34.12246907,14699,18432,40.77618731,51.13182423
Monroe County,West Virginia,13487,5805,43.04144732,1111,4443,19.13867356,76.5374677
Morgan County,West Virginia,17626,7654,43.42448655,1573,5732,20.5513457,74.88894696
Nicholas County,West Virginia,25381,9491,37.39411371,1840,7251,19.38678748,76.3986935
Ohio County,West Virginia,42629,17938,42.07933566,5493,11139,30.62214294,62.09722377
Pendleton County,West Virginia,6977,3225,46.22330515,729,2398,22.60465116,74.35658915
Pleasants County,West Virginia,7490,3150,42.05607477,621,2358,19.71428571,74.85714286
Pocahontas County,West Virginia,8528,3646,42.7532833,928,2496,25.45255074,68.45858475
Preston County,West Virginia,33760,12659,37.49703791,2470,9538,19.51180978,75.34560392
Putnam County,West Virginia,56675,24893,43.92236436,5884,17788,23.63716708,71.45783955
Raleigh County,West Virginia,76296,29618,38.81985949,6443,22048,21.75366331,74.44121818
Randolph County,West Virginia,29034,10876,37.45953021,2735,7629,25.14711291,70.145274
Ritchie County,West Virginia,9985,4075,40.81121683,496,3405,12.17177914,83.55828221
Roane County,West Virginia,14114,5247,37.17585376,1222,3781,23.28949876,72.06022489
Summers County,West Virginia,12978,4862,37.4633996,1190,3455,24.47552448,71.06129165
Taylor County,West Virginia,16952,6538,38.56772062,1491,4733,22.80513919,72.39216886
Tucker County,West Virginia,7053,3475,49.26981426,751,2565,21.61151079,73.81294964
Tyler County,West Virginia,8967,3654,40.74941452,507,2996,13.87520525,81.99233716
Upshur County,West Virginia,24680,9218,37.35008104,1766,7005,19.1581688,75.99262313
Wayne County,West Virginia,40724,15182,37.28022788,3357,11152,22.11171124,73.45540772
Webster County,West Virginia,8557,2978,34.80191656,556,2302,18.67024849,77.30020148
Wetzel County,West Virginia,15644,6265,40.04730248,1359,4519,21.69193935,72.13088587
Wirt County,West Virginia,5767,2422,41.99757239,386,1911,15.93724195,78.9017341
Wood County,West Virginia,85709,35615,41.55339579,8400,25434,23.58556788,71.41373017
Wyoming County,West Virginia,21777,7831,35.95995775,1062,6547,13.5614864,83.60362661
Adams County,Wisconsin,19982,10164,50.8657792,3770,5983,37.09169618,58.86462023
Ashland County,Wisconsin,15633,8029,51.35930404,4228,3302,52.65911072,41.12591855
Barron County,Wisconsin,45242,22643,50.04862738,7879,13606,34.79662589,60.08921079
Bayfield County,Wisconsin,14923,9529,63.85445286,4954,4125,51.98866618,43.28890755
Brown County,Wisconsin,259514,128979,49.70020885,53364,67199,41.37417719,52.10072958
Buffalo County,Wisconsin,13134,6988,53.20542104,2531,4049,36.21923297,57.94218661
Burnett County,Wisconsin,15222,8743,57.43660491,2948,5412,33.71840329,61.90094933
Calumet County,Wisconsin,49607,26650,53.72225694,9646,15348,36.19512195,57.59099437
Chippewa County,Wisconsin,63523,31561,49.68436629,11886,17909,37.66040366,56.74408289
Clark County,Wisconsin,34485,13596,39.42583732,4227,8646,31.09002648,63.59223301
Columbia County,Wisconsin,56875,29771,52.34461538,13526,14160,45.43347553,47.56306473
Crawford County,Wisconsin,16250,7744,47.65538462,3425,3844,44.22778926,49.63842975
